Timestamp,Have you bought something using the mobile device in the last 12 months?,It is fast to buy products using a mobile device,It is comfortable to buy products using a mobile device,I think mobile device is useful for buying products,I think learning how to use a mobile device for buying products is intuitive,I think using mobile device for buying products is free of effort,I think using mobile device for buying products is simple,Prices of the products are generally attractive when using a mobile device for buying products,The price/quality ratio when using a mobile device for buying products is good,Using a mobile device for buying products is beneficial from a financial point of view,Using a mobile device for buying products is fun,It is a pleasure to use a mobile device for buying products,Using a mobile device for buying products is entertainment,Using mobile device for buying products has become habit for me,I am addicted to using mobile device for buying products,I must use mobile device for buying products,I believe there is a risk associated with using mobile device for  buying products,There is a possibility of serious financial loss when using a mobile device for buying products,There is an uncertainty associated with using mobile device for  buying products,My family think that it’s good to use mobile device for buying products,My friends think that it’s good to use mobile device for buying products,People who are important to me think that it’s good to use mobile device for buying products,I am going to use a mobile device to compare features of the products,I am going to use a mobile device to compare prices of the products,I am going to use a mobile device to order products,I am going to use a mobile device to make payments for the purchased products,What is your gender?,What year you were born?
3/18/2019 12:54:47,Yes,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,1994
3/18/2019 13:05:30,Yes,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Female,1993
3/18/2019 13:32:23,Yes,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Female,1994
3/18/2019 13:43:25,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Male,1994
3/18/2019 13:49:40,Yes,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Female,1994
3/18/2019 13:53:13,Yes,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Female,1994
3/18/2019 13:59:27,Yes,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Female,1994
3/18/2019 14:12:36,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Male,1981
3/18/2019 14:14:06,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Male,1985
3/18/2019 14:16:22,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Female,1993
3/18/2019 14:25:10,Yes,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Female,1992
3/18/2019 14:45:36,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Female,1994
3/18/2019 14:45:49,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Female,1993
3/18/2019 15:07:46,Yes,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly agree,Female,1993
3/18/2019 15:08:48,Yes,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Male,1993
3/18/2019 15:09:09,Yes,Strongly agree,Agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Female,1993
3/18/2019 15:22:08,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Female,1990
3/18/2019 15:43:55,Yes,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Female,1993
3/18/2019 15:46:01,Yes,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Female,1975
3/18/2019 15:55:02,Yes,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Female,1993
3/18/2019 15:59:47,Yes,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Agree,Female,1991
3/18/2019 16:03:26,Yes,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Female,1991
3/18/2019 16:08:07,Yes,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Male,1991
3/18/2019 16:11:45,Yes,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Female,1992
3/18/2019 16:16:10,Yes,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Female,1992
3/18/2019 16:20:10,Yes,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Female,1980
3/18/2019 16:23:53,Yes,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Female,1989
3/18/2019 16:31:24,Yes,Strongly agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Female,1993
3/18/2019 16:39:18,Yes,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,1993
3/18/2019 16:48:01,Yes,Agree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Female,1989
3/18/2019 17:03:26,Yes,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Male,1993
3/18/2019 17:06:12,Yes,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Female,1991
3/18/2019 17:09:42,Yes,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Female,1993
3/18/2019 17:11:05,Yes,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Female,1992
3/18/2019 17:11:15,Yes,Agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Female,1994
3/18/2019 17:12:48,Yes,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Male,1980
3/18/2019 17:21:25,Yes,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Female,1990
3/18/2019 17:40:03,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Disagree,Female,1993
3/18/2019 17:40:17,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Agree,Strongly disagree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Female,1991
3/18/2019 17:50:05,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Disagree,Female,1992
3/18/2019 17:50:05,Yes,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Female,1992
3/18/2019 17:55:56,Yes,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Male,1992
3/18/2019 18:05:55,Yes,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Female,1994
3/18/2019 18:17:54,Yes,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Female,1992
3/18/2019 18:20:34,Yes,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly disagree,Disagree,Somewhat agree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Female,1993
3/18/2019 18:25:00,Yes,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Female,1993
3/18/2019 18:32:12,Yes,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Female,1993
3/18/2019 18:58:51,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2019 19:10:16,Yes,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Female,1992
3/18/2019 19:12:16,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Female,1992
3/18/2019 19:39:06,Yes,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Female,1993
3/18/2019 19:45:41,Yes,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Female,1993
3/18/2019 19:48:37,Yes,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Female,1992
3/18/2019 19:53:11,Yes,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Female,1992
3/18/2019 20:16:04,Yes,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,1993
3/18/2019 20:22:49,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,1992
3/18/2019 20:26:10,Yes,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Female,1993
3/18/2019 20:28:46,Yes,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Female,1992
3/18/2019 20:33:47,Yes,Somewhat agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Female,1992
3/18/2019 20:40:28,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Female,1991
